year,island,month,Totalamount
2000,KAUA'I,Oct,95713.92
2000,KAUA'I,Nov,71415.06
2000,KAUA'I,Dec,84631.91
2000,HAWAI'I ISLAND,Jan,99558.49
2000,HAWAI'I ISLAND,Feb,108506.44
2000,HAWAI'I ISLAND,Mar,114242.91
2000,HAWAI'I ISLAND,Apr,106865.26
2000,HAWAI'I ISLAND,May,105090.62
2000,HAWAI'I ISLAND,Jun,110299.41
2000,HAWAI'I ISLAND,Jul,122845.21
2000,HAWAI'I ISLAND,Aug,111675.23
2000,HAWAI'I ISLAND,Sep,91533.75
2000,HAWAI'I ISLAND,Oct,103278.03
2000,HAWAI'I ISLAND,Nov,90332.88
2000,HAWAI'I ISLAND,Dec,103736.28
2001,O'AHU,Jan,381725.83
2001,O'AHU,Feb,375680.39
2001,O'AHU,Mar,407230.28
2001,O'AHU,Apr,360598.46
2001,O'AHU,May,360930.04
2001,O'AHU,Jun,408606.61
2001,O'AHU,Jul,438972.32
2001,O'AHU,Aug,441562.48
2001,O'AHU,Sep,246722.56
2001,O'AHU,Oct,262078.32
2001,O'AHU,Nov,245643.73
2001,O'AHU,Dec,327784.54
2001,MAUI,Jan,177131.82
2001,MAUI,Feb,177161.15
2001,MAUI,Mar,199673.85
2001,MAUI,Apr,189256.07
2001,MAUI,May,166608.12
2001,MAUI,Jun,198454.60
2001,MAUI,Jul,211563.47
2001,MAUI,Aug,204062.25
2001,MAUI,Sep,111917.39
2001,MAUI,Oct,128860.59
2001,MAUI,Nov,138402.26
2001,MAUI,Dec,145675.20
2001,MOLOKA'I,Jan,7665.02
2001,MOLOKA'I,Feb,6630.10
2001,MOLOKA'I,Mar,7149.13
2001,MOLOKA'I,Apr,5095.85
2001,MOLOKA'I,May,5079.55
2001,MOLOKA'I,Jun,4880.73
2001,MOLOKA'I,Jul,9679.41
2001,MOLOKA'I,Aug,5739.93
2001,MOLOKA'I,Sep,3336.83
2001,MOLOKA'I,Oct,5117.89
2001,MOLOKA'I,Nov,4543.46
2001,MOLOKA'I,Dec,5314.68
2001,LĀNA'I,Jan,8309.11
2001,LĀNA'I,Feb,7712.84
2001,LĀNA'I,Mar,8662.25
2001,LĀNA'I,Apr,6805.46
2001,LĀNA'I,May,6820.65
2001,LĀNA'I,Jun,6900.30
2001,LĀNA'I,Jul,7412.42
2001,LĀNA'I,Aug,6875.01
2001,LĀNA'I,Sep,4372.95
2001,LĀNA'I,Oct,7085.82
2001,LĀNA'I,Nov,6345.49
2001,LĀNA'I,Dec,7604.33
2001,KAUA'I,Jan,76883.52
2001,KAUA'I,Feb,86029.87
2001,KAUA'I,Mar,90565.46
2001,KAUA'I,Apr,80670.86
2001,KAUA'I,May,85806.00
2001,KAUA'I,Jun,103850.04
2001,KAUA'I,Jul,107647.73
2001,KAUA'I,Aug,99627.23
2001,KAUA'I,Sep,63443.75
2001,KAUA'I,Oct,75266.05
2001,KAUA'I,Nov,66892.96
2001,KAUA'I,Dec,72014.32
2001,HAWAI'I ISLAND,Jan,103866.94
2001,HAWAI'I ISLAND,Feb,103873.06
2001,HAWAI'I ISLAND,Mar,113224.43
2001,HAWAI'I ISLAND,Apr,97206.29
2001,HAWAI'I ISLAND,May,94936.02
2001,HAWAI'I ISLAND,Jun,112278.46
2001,HAWAI'I ISLAND,Jul,123326.11
2001,HAWAI'I ISLAND,Aug,117952.48
2001,HAWAI'I ISLAND,Sep,64183.85
2001,HAWAI'I ISLAND,Oct,80581.37
2001,HAWAI'I ISLAND,Nov,77570.41
2001,HAWAI'I ISLAND,Dec,92551.26
2002,O'AHU,Jan,303429.13
2002,O'AHU,Feb,332767.23
2002,O'AHU,Mar,378613.65
2002,O'AHU,Apr,316367.69
2002,O'AHU,May,352080.35
2002,O'AHU,Jun,397609.30
2002,O'AHU,Jul,403059.56
2002,O'AHU,Aug,403481.79
2002,O'AHU,Sep,318220.22
2002,O'AHU,Oct,345075.38
2002,O'AHU,Nov,331956.56
2002,O'AHU,Dec,393416.06
2002,MAUI,Jan,147587.81
2002,MAUI,Feb,166907.17
2002,MAUI,Mar,186446.45
2002,MAUI,Apr,151595.43
2002,MAUI,May,162739.13
2002,MAUI,Jun,196022.89
2002,MAUI,Jul,212840.47
2002,MAUI,Aug,202706.49
2002,MAUI,Sep,148159.22
2002,MAUI,Oct,165148.54
2002,MAUI,Nov,160580.65
2002,MAUI,Dec,172317.23
2002,MOLOKA'I,Jan,4357.75
2002,MOLOKA'I,Feb,5236.86
2002,MOLOKA'I,Mar,7605.18
2002,MOLOKA'I,Apr,3870.68
2002,MOLOKA'I,May,4391.27
2002,MOLOKA'I,Jun,6017.27
2002,MOLOKA'I,Jul,8304.78
2002,MOLOKA'I,Aug,8941.91
2002,MOLOKA'I,Sep,5609.54
2002,MOLOKA'I,Oct,6976.61
2002,MOLOKA'I,Nov,6204.67
2002,MOLOKA'I,Dec,7617.83
2002,LĀNA'I,Jan,5643.62
2002,LĀNA'I,Feb,6002.28
2002,LĀNA'I,Mar,6764.57
2002,LĀNA'I,Apr,6604.69
2002,LĀNA'I,May,6594.90
2002,LĀNA'I,Jun,6933.55
2002,LĀNA'I,Jul,7239.97
2002,LĀNA'I,Aug,10483.72
2002,LĀNA'I,Sep,5391.70
2002,LĀNA'I,Oct,6884.50
2002,LĀNA'I,Nov,6045.96
2002,LĀNA'I,Dec,6284.75
2002,KAUA'I,Jan,69895.66
2002,KAUA'I,Feb,77845.89
2002,KAUA'I,Mar,86338.27
2002,KAUA'I,Apr,75726.81
2002,KAUA'I,May,84723.38
2002,KAUA'I,Jun,93099.62
2002,KAUA'I,Jul,97973.74
2002,KAUA'I,Aug,96463.50
2002,KAUA'I,Sep,76460.50
2002,KAUA'I,Oct,87414.23
2002,KAUA'I,Nov,78656.66
2002,KAUA'I,Dec,81299.01
2002,HAWAI'I ISLAND,Jan,95783.91
2002,HAWAI'I ISLAND,Feb,103682.32
2002,HAWAI'I ISLAND,Mar,112417.47
2002,HAWAI'I ISLAND,Apr,94404.32
2002,HAWAI'I ISLAND,May,89003.30
2002,HAWAI'I ISLAND,Jun,111913.13
2002,HAWAI'I ISLAND,Jul,115182.57
2002,HAWAI'I ISLAND,Aug,117115.82
2002,HAWAI'I ISLAND,Sep,85904.99
2002,HAWAI'I ISLAND,Oct,110671.87
2002,HAWAI'I ISLAND,Nov,96884.90
2002,HAWAI'I ISLAND,Dec,110348.94
2003,O'AHU,Jan,344520.94
2003,O'AHU,Feb,325162.44
2003,O'AHU,Mar,337651.54
2003,O'AHU,Apr,283564.40
2003,O'AHU,May,294126.97
2003,O'AHU,Jun,344997.74
2003,O'AHU,Jul,389351.67
2003,O'AHU,Aug,396663.37
2003,O'AHU,Sep,318724.88
2003,O'AHU,Oct,337098.01
2003,O'AHU,Nov,324621.32
2003,O'AHU,Dec,393999.42
2003,MAUI,Jan,169293.48
2003,MAUI,Feb,170631.50
2003,MAUI,Mar,180558.75
2003,MAUI,Apr,179295.30
2003,MAUI,May,170262.36
2003,MAUI,Jun,193225.32
2003,MAUI,Jul,215353.24
2003,MAUI,Aug,205879.03
2003,MAUI,Sep,144140.87
2003,MAUI,Oct,164117.13
2003,MAUI,Nov,155592.44
2003,MAUI,Dec,177071.85
2003,MOLOKA'I,Jan,7957.88
2003,MOLOKA'I,Feb,7507.15
2003,MOLOKA'I,Mar,14308.88
2003,MOLOKA'I,Apr,6003.02
2003,MOLOKA'I,May,7341.11
2003,MOLOKA'I,Jun,7543.63
2003,MOLOKA'I,Jul,8750.56
2003,MOLOKA'I,Aug,8310.24
2003,MOLOKA'I,Sep,5642.23
2003,MOLOKA'I,Oct,6669.77
2003,MOLOKA'I,Nov,6183.28
2003,MOLOKA'I,Dec,7888.55
2003,LĀNA'I,Jan,8481.76
2003,LĀNA'I,Feb,7537.31
2003,LĀNA'I,Mar,14825.89
2003,LĀNA'I,Apr,7933.25
2003,LĀNA'I,May,6487.12
2003,LĀNA'I,Jun,8090.73
2003,LĀNA'I,Jul,6798.15
2003,LĀNA'I,Aug,7333.56
2003,LĀNA'I,Sep,5556.16
2003,LĀNA'I,Oct,6068.50
2003,LĀNA'I,Nov,5154.01
2003,LĀNA'I,Dec,7178.71
2003,KAUA'I,Jan,75128.36
2003,KAUA'I,Feb,75543.44
2003,KAUA'I,Mar,81064.82
2003,KAUA'I,Apr,76594.54
2003,KAUA'I,May,80759.37
2003,KAUA'I,Jun,89837.52
2003,KAUA'I,Jul,97409.75
2003,KAUA'I,Aug,95974.79
2003,KAUA'I,Sep,72338.68
2003,KAUA'I,Oct,81975.51
2003,KAUA'I,Nov,74040.99
2003,KAUA'I,Dec,75199.20
2003,HAWAI'I ISLAND,Jan,104029.26
2003,HAWAI'I ISLAND,Feb,100471.88
2003,HAWAI'I ISLAND,Mar,108462.37
2003,HAWAI'I ISLAND,Apr,95157.63
2003,HAWAI'I ISLAND,May,88946.15
2003,HAWAI'I ISLAND,Jun,100560.19
2003,HAWAI'I ISLAND,Jul,117885.60
2003,HAWAI'I ISLAND,Aug,115231.28
2003,HAWAI'I ISLAND,Sep,82676.52
2003,HAWAI'I ISLAND,Oct,98543.00
2003,HAWAI'I ISLAND,Nov,89752.12
2003,HAWAI'I ISLAND,Dec,105447.91
2004,O'AHU,Jan,330186.71
2004,O'AHU,Feb,351049.24
2004,O'AHU,Mar,361168.06
2004,O'AHU,Apr,334641.68
2004,O'AHU,May,348326.92
2004,O'AHU,Jun,408533.00
2004,O'AHU,Jul,442160.53
2004,O'AHU,Aug,413102.81
2004,O'AHU,Sep,353996.22
2004,O'AHU,Oct,371698.71
2004,O'AHU,Nov,345745.68
2004,O'AHU,Dec,403941.91
2004,MAUI,Jan,167243.30
2004,MAUI,Feb,166427.48
2004,MAUI,Mar,190993.74
2004,MAUI,Apr,176085.50
2004,MAUI,May,174958.09
2004,MAUI,Jun,185542.35
2004,MAUI,Jul,226466.44
2004,MAUI,Aug,205455.38
2004,MAUI,Sep,153099.94
2004,MAUI,Oct,174238.00
2004,MAUI,Nov,157980.28
2004,MAUI,Dec,177070.06
2004,MOLOKA'I,Jan,6142.50
2004,MOLOKA'I,Feb,7535.83
2004,MOLOKA'I,Mar,7009.62
2004,MOLOKA'I,Apr,5136.62
2004,MOLOKA'I,May,5363.57
2004,MOLOKA'I,Jun,5553.63
2004,MOLOKA'I,Jul,6855.72
2004,MOLOKA'I,Aug,5808.54
2004,MOLOKA'I,Sep,4900.28
2004,MOLOKA'I,Oct,5903.97
2004,MOLOKA'I,Nov,5322.10
2004,MOLOKA'I,Dec,6566.44
2004,LĀNA'I,Jan,5737.92
2004,LĀNA'I,Feb,6652.32
2004,LĀNA'I,Mar,7093.17
2004,LĀNA'I,Apr,6086.65
2004,LĀNA'I,May,6119.21
2004,LĀNA'I,Jun,6113.75
2004,LĀNA'I,Jul,6618.70
2004,LĀNA'I,Aug,6091.12
2004,LĀNA'I,Sep,5120.65
2004,LĀNA'I,Oct,6098.98
2004,LĀNA'I,Nov,5357.98
2004,LĀNA'I,Dec,6297.95
2004,KAUA'I,Jan,77027.16
2004,KAUA'I,Feb,82139.13
2004,KAUA'I,Mar,83131.28
2004,KAUA'I,Apr,83140.86
2004,KAUA'I,May,82779.55
2004,KAUA'I,Jun,89190.69
2004,KAUA'I,Jul,107258.62
2004,KAUA'I,Aug,94801.56
2004,KAUA'I,Sep,78872.15
2004,KAUA'I,Oct,88135.81
2004,KAUA'I,Nov,72854.21
2004,KAUA'I,Dec,81590.28
2004,HAWAI'I ISLAND,Jan,98991.29
2004,HAWAI'I ISLAND,Feb,100902.97
2004,HAWAI'I ISLAND,Mar,109045.27
2004,HAWAI'I ISLAND,Apr,102335.30
2004,HAWAI'I ISLAND,May,93324.55
2004,HAWAI'I ISLAND,Jun,110229.89
2004,HAWAI'I ISLAND,Jul,126249.62
2004,HAWAI'I ISLAND,Aug,118235.61
2004,HAWAI'I ISLAND,Sep,90620.44
2004,HAWAI'I ISLAND,Oct,110843.25
2004,HAWAI'I ISLAND,Nov,101902.07
2004,HAWAI'I ISLAND,Dec,118476.24
2005,O'AHU,Jan,369426.04
2005,O'AHU,Feb,363257.45
2005,O'AHU,Mar,413349.51
2005,O'AHU,Apr,338906.65
2005,O'AHU,May,363071.27
2005,O'AHU,Jun,432179.54
2005,O'AHU,Jul,474094.54
2005,O'AHU,Aug,448990.82
2005,O'AHU,Sep,370166.75
2005,O'AHU,Oct,379506.78
2005,O'AHU,Nov,357899.06
2005,O'AHU,Dec,420994.47
2005,MAUI,Jan,174294.26
2005,MAUI,Feb,179351.41
2005,MAUI,Mar,213011.33
2005,MAUI,Apr,172293.34
2005,MAUI,May,176796.48
2005,MAUI,Jun,197892.27
2005,MAUI,Jul,235392.74
2005,MAUI,Aug,220073.66
2005,MAUI,Sep,167511.21
2005,MAUI,Oct,193666.40
2005,MAUI,Nov,175421.13
2005,MAUI,Dec,188993.05
2005,MOLOKA'I,Jan,6370.31
2005,MOLOKA'I,Feb,5754.19
2005,MOLOKA'I,Mar,6284.50
2005,MOLOKA'I,Apr,6245.90
2005,MOLOKA'I,May,6363.52
2005,MOLOKA'I,Jun,6331.02
2005,MOLOKA'I,Jul,6380.27
2005,MOLOKA'I,Aug,5706.03
2005,MOLOKA'I,Sep,4741.83
2005,MOLOKA'I,Oct,5889.17
2005,MOLOKA'I,Nov,5589.97
2005,MOLOKA'I,Dec,7849.56
2005,LĀNA'I,Jan,5704.88
2005,LĀNA'I,Feb,5969.73
2005,LĀNA'I,Mar,6484.58
2005,LĀNA'I,Apr,6098.94
2005,LĀNA'I,May,5736.50
2005,LĀNA'I,Jun,7009.98
2005,LĀNA'I,Jul,7319.17
2005,LĀNA'I,Aug,6232.34
2005,LĀNA'I,Sep,5172.68
2005,LĀNA'I,Oct,6013.94
2005,LĀNA'I,Nov,5638.64
2005,LĀNA'I,Dec,5910.74
2005,KAUA'I,Jan,80163.48
2005,KAUA'I,Feb,81677.84
2005,KAUA'I,Mar,90945.40
2005,KAUA'I,Apr,82238.45
2005,KAUA'I,May,83263.00
2005,KAUA'I,Jun,98102.45
2005,KAUA'I,Jul,110955.78
2005,KAUA'I,Aug,102233.57
2005,KAUA'I,Sep,89067.63
2005,KAUA'I,Oct,96470.50
2005,KAUA'I,Nov,81131.60
2005,KAUA'I,Dec,93897.71
2005,HAWAI'I ISLAND,Jan,125331.09
2005,HAWAI'I ISLAND,Feb,120556.43
2005,HAWAI'I ISLAND,Mar,133850.03
2005,HAWAI'I ISLAND,Apr,107250.67
2005,HAWAI'I ISLAND,May,113041.64
2005,HAWAI'I ISLAND,Jun,130085.45
2005,HAWAI'I ISLAND,Jul,154732.34
2005,HAWAI'I ISLAND,Aug,137817.62
2005,HAWAI'I ISLAND,Sep,110263.48
2005,HAWAI'I ISLAND,Oct,127467.68
2005,HAWAI'I ISLAND,Nov,118823.44
2005,HAWAI'I ISLAND,Dec,142317.01
2006,O'AHU,Jan,375190.76
2006,O'AHU,Feb,361303.52
2006,O'AHU,Mar,398385.16
2006,O'AHU,Apr,358536.86
2006,O'AHU,May,359084.37
2006,O'AHU,Jun,419853.19
2006,O'AHU,Jul,455733.58
2006,O'AHU,Aug,434782.96
2006,O'AHU,Sep,359345.20
2006,O'AHU,Oct,367584.01
2006,O'AHU,Nov,371446.61
2006,O'AHU,Dec,426870.78
2006,MAUI,Jan,193565.46
2006,MAUI,Feb,189720.24
2006,MAUI,Mar,207417.08
2006,MAUI,Apr,193021.40
2006,MAUI,May,181261.96
2006,MAUI,Jun,238961.59
2006,MAUI,Jul,245123.13
2006,MAUI,Aug,221774.88
2006,MAUI,Sep,180535.53
2006,MAUI,Oct,197376.66
2006,MAUI,Nov,182315.41
2006,MAUI,Dec,215516.83
2006,MOLOKA'I,Jan,8531.11
2006,MOLOKA'I,Feb,7285.27
2006,MOLOKA'I,Mar,5880.08
2006,MOLOKA'I,Apr,7057.69
2006,MOLOKA'I,May,5298.30
2006,MOLOKA'I,Jun,6555.90
2006,MOLOKA'I,Jul,7668.01
2006,MOLOKA'I,Aug,6241.52
2006,MOLOKA'I,Sep,5198.95
2006,MOLOKA'I,Oct,13003.91
2006,MOLOKA'I,Nov,5580.80
2006,MOLOKA'I,Dec,8033.93
2006,LĀNA'I,Jan,7022.51
2006,LĀNA'I,Feb,7315.77
2006,LĀNA'I,Mar,7127.79
2006,LĀNA'I,Apr,6322.58
2006,LĀNA'I,May,5425.34
2006,LĀNA'I,Jun,7652.37
2006,LĀNA'I,Jul,9107.90
2006,LĀNA'I,Aug,7840.39
2006,LĀNA'I,Sep,6174.45
2006,LĀNA'I,Oct,14243.60
2006,LĀNA'I,Nov,6606.57
2006,LĀNA'I,Dec,9429.58
2006,KAUA'I,Jan,92798.89
2006,KAUA'I,Feb,87326.43
2006,KAUA'I,Mar,97119.82
2006,KAUA'I,Apr,89586.17
2006,KAUA'I,May,83846.87
2006,KAUA'I,Jun,114494.65
2006,KAUA'I,Jul,124742.10
2006,KAUA'I,Aug,110954.18
2006,KAUA'I,Sep,95728.95
2006,KAUA'I,Oct,105799.97
2006,KAUA'I,Nov,93325.77
2006,KAUA'I,Dec,108408.33
2006,HAWAI'I ISLAND,Jan,134401.20
2006,HAWAI'I ISLAND,Feb,131388.46
2006,HAWAI'I ISLAND,Mar,132299.14
2006,HAWAI'I ISLAND,Apr,120011.93
2006,HAWAI'I ISLAND,May,107668.38
2006,HAWAI'I ISLAND,Jun,147401.50
2006,HAWAI'I ISLAND,Jul,162374.63
2006,HAWAI'I ISLAND,Aug,148176.45
2006,HAWAI'I ISLAND,Sep,125477.16
2006,HAWAI'I ISLAND,Oct,135472.02
2006,HAWAI'I ISLAND,Nov,122150.40
2006,HAWAI'I ISLAND,Dec,147586.74
2007,O'AHU,Jan,359735.52
2007,O'AHU,Feb,355168.83
2007,O'AHU,Mar,407398.45
2007,O'AHU,Apr,367399.70
2007,O'AHU,May,368863.90
2007,O'AHU,Jun,420352.37
2007,O'AHU,Jul,444428.07
2007,O'AHU,Aug,462592.09
2007,O'AHU,Sep,370882.79
2007,O'AHU,Oct,361004.37
2007,O'AHU,Nov,362248.07
2007,O'AHU,Dec,414675.72
2007,MAUI,Jan,189904.04
2007,MAUI,Feb,192169.54
2007,MAUI,Mar,222480.93
2007,MAUI,Apr,197468.36
2007,MAUI,May,193781.09
2007,MAUI,Jun,236891.11
2007,MAUI,Jul,242331.23
2007,MAUI,Aug,231948.46
2007,MAUI,Sep,182129.46
2007,MAUI,Oct,186149.87
2007,MAUI,Nov,179741.34
2007,MAUI,Dec,208598.86
2007,MOLOKA'I,Jan,6524.26
2007,MOLOKA'I,Feb,6281.87
2007,MOLOKA'I,Mar,7532.00
2007,MOLOKA'I,Apr,6077.32
2007,MOLOKA'I,May,5974.36
2007,MOLOKA'I,Jun,6524.68
2007,MOLOKA'I,Jul,7470.77
2007,MOLOKA'I,Aug,8275.52
2007,MOLOKA'I,Sep,6034.67
2007,MOLOKA'I,Oct,7292.03
2007,MOLOKA'I,Nov,6271.83
2007,MOLOKA'I,Dec,8904.26
2007,LĀNA'I,Jan,8542.40
2007,LĀNA'I,Feb,8038.03
2007,LĀNA'I,Mar,8435.68
2007,LĀNA'I,Apr,7969.60
2007,LĀNA'I,May,7231.65
2007,LĀNA'I,Jun,9595.33
2007,LĀNA'I,Jul,8298.28
2007,LĀNA'I,Aug,8684.16
2007,LĀNA'I,Sep,7057.32
2007,LĀNA'I,Oct,9103.43
2007,LĀNA'I,Nov,7806.67
2007,LĀNA'I,Dec,9587.53
2007,KAUA'I,Jan,98624.03
2007,KAUA'I,Feb,93491.13
2007,KAUA'I,Mar,112049.46
2007,KAUA'I,Apr,103346.50
2007,KAUA'I,May,106490.25
2007,KAUA'I,Jun,124637.41
2007,KAUA'I,Jul,129383.49
2007,KAUA'I,Aug,123184.94
2007,KAUA'I,Sep,99718.84
2007,KAUA'I,Oct,101321.69
2007,KAUA'I,Nov,93885.14
2007,KAUA'I,Dec,112912.06
2007,HAWAI'I ISLAND,Jan,134865.11
2007,HAWAI'I ISLAND,Feb,131441.53
2007,HAWAI'I ISLAND,Mar,153422.57
2007,HAWAI'I ISLAND,Apr,129772.31
2007,HAWAI'I ISLAND,May,118484.80
2007,HAWAI'I ISLAND,Jun,148340.65
2007,HAWAI'I ISLAND,Jul,154011.99
2007,HAWAI'I ISLAND,Aug,155515.08
2007,HAWAI'I ISLAND,Sep,115044.74
2007,HAWAI'I ISLAND,Oct,119994.68
2007,HAWAI'I ISLAND,Nov,116888.25
2007,HAWAI'I ISLAND,Dec,144577.02
2008,O'AHU,Jan,362746.00
2008,O'AHU,Feb,364374.00
2008,O'AHU,Mar,394135.00
2008,O'AHU,Apr,329043.00
2008,O'AHU,May,349619.00
2008,O'AHU,Jun,362440.00
2008,O'AHU,Jul,391587.00
2008,O'AHU,Aug,379127.00
2008,O'AHU,Sep,294147.00
2008,O'AHU,Oct,316134.00
2008,O'AHU,Nov,305206.00
2008,O'AHU,Dec,345129.00
2008,MAUI,Jan,189575.00
2008,MAUI,Feb,190756.00
2008,MAUI,Mar,211003.00
2008,MAUI,Apr,169929.00
2008,MAUI,May,167831.00
2008,MAUI,Jun,184407.00
2008,MAUI,Jul,188514.00
2008,MAUI,Aug,181179.00
2008,MAUI,Sep,132593.00
2008,MAUI,Oct,148861.00
2008,MAUI,Nov,143736.00
2008,MAUI,Dec,167417.00
2008,MOLOKA'I,Jan,7425.00
2008,MOLOKA'I,Feb,7503.00
2008,MOLOKA'I,Mar,6914.00
2008,MOLOKA'I,Apr,5427.00
2008,MOLOKA'I,May,6006.00
2008,MOLOKA'I,Jun,6042.00
2008,MOLOKA'I,Jul,5128.00
2008,MOLOKA'I,Aug,6542.00
2008,MOLOKA'I,Sep,4569.00
2008,MOLOKA'I,Oct,5141.00
2008,MOLOKA'I,Nov,3776.00
2008,MOLOKA'I,Dec,4409.00
2008,LĀNA'I,Jan,8262.00
2008,LĀNA'I,Feb,8513.00
2008,LĀNA'I,Mar,8379.00
2008,LĀNA'I,Apr,6280.00
2008,LĀNA'I,May,6976.00
2008,LĀNA'I,Jun,7217.00
2008,LĀNA'I,Jul,6011.00
2008,LĀNA'I,Aug,6319.00
2008,LĀNA'I,Sep,5537.00
2008,LĀNA'I,Oct,6313.00
2008,LĀNA'I,Nov,5170.00
2008,LĀNA'I,Dec,5891.00
2008,KAUA'I,Jan,94664.00
2008,KAUA'I,Feb,90236.00
2008,KAUA'I,Mar,98679.00
2008,KAUA'I,Apr,83227.00
2008,KAUA'I,May,87584.00
2008,KAUA'I,Jun,96018.00
2008,KAUA'I,Jul,100029.00
2008,KAUA'I,Aug,91451.00
2008,KAUA'I,Sep,70419.00
2008,KAUA'I,Oct,74985.00
2008,KAUA'I,Nov,67871.00
2008,KAUA'I,Dec,75485.00
2008,HAWAI'I ISLAND,Jan,137445.00
2008,HAWAI'I ISLAND,Feb,124385.00
2008,HAWAI'I ISLAND,Mar,133389.00
2008,HAWAI'I ISLAND,Apr,104211.00
2008,HAWAI'I ISLAND,May,100951.00
2008,HAWAI'I ISLAND,Jun,111764.00
2008,HAWAI'I ISLAND,Jul,115432.00
2008,HAWAI'I ISLAND,Aug,118467.00
2008,HAWAI'I ISLAND,Sep,78608.00
2008,HAWAI'I ISLAND,Oct,97220.00
2008,HAWAI'I ISLAND,Nov,93414.00
2008,HAWAI'I ISLAND,Dec,105988.00
2009,O'AHU,Jan,318134.25
2009,O'AHU,Feb,314424.83
2009,O'AHU,Mar,326149.14
2009,O'AHU,Apr,329652.36
2009,O'AHU,May,325687.77
2009,O'AHU,Jun,329898.65
2009,O'AHU,Jul,388762.80
2009,O'AHU,Aug,385429.14
2009,O'AHU,Sep,327705.25
2009,O'AHU,Oct,316157.79
2009,O'AHU,Nov,302191.34
2009,O'AHU,Dec,360695.01
2009,MAUI,Jan,155296.56
2009,MAUI,Feb,152294.09
2009,MAUI,Mar,158711.24
2009,MAUI,Apr,156414.92
2009,MAUI,May,145398.80
2009,MAUI,Jun,176357.67
2009,MAUI,Jul,189646.29
2009,MAUI,Aug,176690.42
2009,MAUI,Sep,134833.23
2009,MAUI,Oct,142786.09
2009,MAUI,Nov,138509.23
2009,MAUI,Dec,165457.85
2009,MOLOKA'I,Jan,4959.52
2009,MOLOKA'I,Feb,4213.35
2009,MOLOKA'I,Mar,4213.16
2009,MOLOKA'I,Apr,4089.19
2009,MOLOKA'I,May,3693.68
2009,MOLOKA'I,Jun,3584.00
2009,MOLOKA'I,Jul,4636.21
2009,MOLOKA'I,Aug,3630.09
2009,MOLOKA'I,Sep,3537.68
2009,MOLOKA'I,Oct,3679.45
2009,MOLOKA'I,Nov,3570.67
2009,MOLOKA'I,Dec,4531.67
2009,LĀNA'I,Jan,5303.61
2009,LĀNA'I,Feb,5053.07
2009,LĀNA'I,Mar,5498.02
2009,LĀNA'I,Apr,5148.46
2009,LĀNA'I,May,5023.76
2009,LĀNA'I,Jun,5413.43
2009,LĀNA'I,Jul,5485.89
2009,LĀNA'I,Aug,5071.77
2009,LĀNA'I,Sep,4718.83
2009,LĀNA'I,Oct,4301.05
2009,LĀNA'I,Nov,4296.23
2009,LĀNA'I,Dec,5739.90
2009,KAUA'I,Jan,70860.30
2009,KAUA'I,Feb,71532.00
2009,KAUA'I,Mar,73010.72
2009,KAUA'I,Apr,76053.55
2009,KAUA'I,May,81848.50
2009,KAUA'I,Jun,87719.11
2009,KAUA'I,Jul,95422.17
2009,KAUA'I,Aug,86317.12
2009,KAUA'I,Sep,71500.86
2009,KAUA'I,Oct,73191.80
2009,KAUA'I,Nov,62768.57
2009,KAUA'I,Dec,77887.43
2009,HAWAI'I ISLAND,Jan,101898.23
2009,HAWAI'I ISLAND,Feb,103047.92
2009,HAWAI'I ISLAND,Mar,106030.55
2009,HAWAI'I ISLAND,Apr,106778.68
2009,HAWAI'I ISLAND,May,90979.73
2009,HAWAI'I ISLAND,Jun,106731.89
2009,HAWAI'I ISLAND,Jul,118502.08
2009,HAWAI'I ISLAND,Aug,108078.55
2009,HAWAI'I ISLAND,Sep,84792.88
2009,HAWAI'I ISLAND,Oct,91767.98
2009,HAWAI'I ISLAND,Nov,87234.99
2009,HAWAI'I ISLAND,Dec,109412.63
2010,O'AHU,Jan,318332.37
2010,O'AHU,Feb,311715.34
2010,O'AHU,Mar,357944.51
2010,O'AHU,Apr,325933.86
2010,O'AHU,May,343218.22
2010,O'AHU,Jun,390284.27
2010,O'AHU,Jul,422471.29
2010,O'AHU,Aug,432162.03
2010,O'AHU,Sep,345324.04
2010,O'AHU,Oct,348921.69
2010,O'AHU,Nov,342866.95
2010,O'AHU,Dec,389674.63
2010,MAUI,Jan,158962.69
2010,MAUI,Feb,162636.40
2010,MAUI,Mar,181336.93
2010,MAUI,Apr,162651.12
2010,MAUI,May,161441.20
2010,MAUI,Jun,186681.52
2010,MAUI,Jul,210504.15
2010,MAUI,Aug,193681.72
2010,MAUI,Sep,152156.34
2010,MAUI,Oct,171275.20
2010,MAUI,Nov,165227.01
2010,MAUI,Dec,185514.72
2010,MOLOKA'I,Jan,4348.67
2010,MOLOKA'I,Feb,4239.26
2010,MOLOKA'I,Mar,4198.24
2010,MOLOKA'I,Apr,3558.41
2010,MOLOKA'I,May,3745.12
2010,MOLOKA'I,Jun,4109.53
2010,MOLOKA'I,Jul,4792.00
2010,MOLOKA'I,Aug,4099.53
2010,MOLOKA'I,Sep,4243.86
2010,MOLOKA'I,Oct,4416.55
2010,MOLOKA'I,Nov,3794.25
2010,MOLOKA'I,Dec,4707.37
2010,LĀNA'I,Jan,4926.06
2010,LĀNA'I,Feb,5742.22
2010,LĀNA'I,Mar,5729.07
2010,LĀNA'I,Apr,5476.29
2010,LĀNA'I,May,5873.43
