country,year,pop,island,month,Totalamount
any,2002,1,MAUI,Mar,186446.45
any,2002,1,MAUI,Apr,151595.43
any,2002,1,MAUI,May,162739.13
any,2002,1,MAUI,Jun,196022.89
any,2002,1,MAUI,Jul,212840.47
any,2002,1,MAUI,Aug,202706.49
any,2002,1,MAUI,Sep,148159.22
any,2002,1,MAUI,Oct,165148.54
any,2002,1,MAUI,Nov,160580.65
any,2002,1,MAUI,Dec,172317.23
any,2002,1,MOLOKA'I,Jan,4357.75
any,2002,1,MOLOKA'I,Feb,5236.86
any,2002,1,MOLOKA'I,Mar,7605.18
any,2002,1,MOLOKA'I,Apr,3870.68
any,2002,1,MOLOKA'I,May,4391.27
any,2002,1,MOLOKA'I,Jun,6017.27
any,2002,1,MOLOKA'I,Jul,8304.78
any,2002,1,MOLOKA'I,Aug,8941.91
any,2002,1,MOLOKA'I,Sep,5609.54
any,2002,1,MOLOKA'I,Oct,6976.61
any,2002,1,MOLOKA'I,Nov,6204.67
any,2002,1,MOLOKA'I,Dec,7617.83
any,2002,1,LĀNA'I,Jan,5643.62
any,2002,1,LĀNA'I,Feb,6002.28
any,2002,1,LĀNA'I,Mar,6764.57
any,2002,1,LĀNA'I,Apr,6604.69
any,2002,1,LĀNA'I,May,6594.90
any,2002,1,LĀNA'I,Jun,6933.55
any,2002,1,LĀNA'I,Jul,7239.97
any,2002,1,LĀNA'I,Aug,10483.72
any,2002,1,LĀNA'I,Sep,5391.70
any,2002,1,LĀNA'I,Oct,6884.50
any,2002,1,LĀNA'I,Nov,6045.96
any,2002,1,LĀNA'I,Dec,6284.75
any,2002,1,KAUA'I,Jan,69895.66
any,2002,1,KAUA'I,Feb,77845.89
any,2002,1,KAUA'I,Mar,86338.27
any,2002,1,KAUA'I,Apr,75726.81
any,2002,1,KAUA'I,May,84723.38
any,2002,1,KAUA'I,Jun,93099.62
any,2002,1,KAUA'I,Jul,97973.74
any,2002,1,KAUA'I,Aug,96463.50
any,2002,1,KAUA'I,Sep,76460.50
any,2002,1,KAUA'I,Oct,87414.23
any,2002,1,KAUA'I,Nov,78656.66
any,2002,1,KAUA'I,Dec,81299.01
any,2002,1,HAWAI'I ISLAND,Jan,95783.91
any,2002,1,HAWAI'I ISLAND,Feb,103682.32
any,2002,1,HAWAI'I ISLAND,Mar,112417.47
any,2002,1,HAWAI'I ISLAND,Apr,94404.32
any,2002,1,HAWAI'I ISLAND,May,89003.30
any,2002,1,HAWAI'I ISLAND,Jun,111913.13
any,2002,1,HAWAI'I ISLAND,Jul,115182.57
any,2002,1,HAWAI'I ISLAND,Aug,117115.82
any,2002,1,HAWAI'I ISLAND,Sep,85904.99
any,2002,1,HAWAI'I ISLAND,Oct,110671.87
any,2002,1,HAWAI'I ISLAND,Nov,96884.90
any,2002,1,HAWAI'I ISLAND,Dec,110348.94
any,2002,1,HILO,Jan,26498.26
any,2002,1,HILO,Feb,35584.70
any,2002,1,HILO,Mar,35899.97
any,2002,1,HILO,Apr,33425.00
any,2002,1,HILO,May,32621.15
any,2002,1,HILO,Jun,39115.51
any,2002,1,HILO,Jul,41838.85
any,2002,1,HILO,Aug,40675.56
any,2002,1,HILO,Sep,35010.20
any,2002,1,HILO,Oct,45820.57
any,2002,1,HILO,Nov,38603.98
any,2002,1,HILO,Dec,43355.39
any,2002,1,KONA,Jan,83353.17
any,2002,1,KONA,Feb,85055.06
any,2002,1,KONA,Mar,96041.55
any,2002,1,KONA,Apr,79142.20
any,2002,1,KONA,May,74372.90
any,2002,1,KONA,Jun,92565.39
any,2002,1,KONA,Jul,92640.86
any,2002,1,KONA,Aug,97583.33
any,2002,1,KONA,Sep,70406.89
any,2002,1,KONA,Oct,92539.90
any,2002,1,KONA,Nov,80634.31
any,2002,1,KONA,Dec,89279.08
any,2003,1,O'AHU,Jan,344520.94
any,2003,1,O'AHU,Feb,325162.44
any,2003,1,O'AHU,Mar,337651.54
any,2003,1,O'AHU,Apr,283564.40
any,2003,1,O'AHU,May,294126.97
any,2003,1,O'AHU,Jun,344997.74
any,2003,1,O'AHU,Jul,389351.67
any,2003,1,O'AHU,Aug,396663.37
any,2003,1,O'AHU,Sep,318724.88
any,2003,1,O'AHU,Oct,337098.01
any,2003,1,O'AHU,Nov,324621.32
any,2003,1,O'AHU,Dec,393999.42
any,2003,1,MAUI CTY,Jan,175234.76
any,2003,1,MAUI CTY,Feb,176108.06
any,2003,1,MAUI CTY,Mar,197195.95
any,2003,1,MAUI CTY,Apr,183625.39
any,2003,1,MAUI CTY,May,175014.64
any,2003,1,MAUI CTY,Jun,198512.58
any,2003,1,MAUI CTY,Jul,220291.68
any,2003,1,MAUI CTY,Aug,211689.32
any,2003,1,MAUI CTY,Sep,148008.91
any,2003,1,MAUI CTY,Oct,168381.94
any,2003,1,MAUI CTY,Nov,159439.37
any,2003,1,MAUI CTY,Dec,182944.57
any,2003,1,MAUI,Jan,169293.48
any,2003,1,MAUI,Feb,170631.50
any,2003,1,MAUI,Mar,180558.75
any,2003,1,MAUI,Apr,179295.30
any,2003,1,MAUI,May,170262.36
any,2003,1,MAUI,Jun,193225.32
any,2003,1,MAUI,Jul,215353.24
any,2003,1,MAUI,Aug,205879.03
any,2003,1,MAUI,Sep,144140.87
any,2003,1,MAUI,Oct,164117.13
any,2003,1,MAUI,Nov,155592.44
any,2003,1,MAUI,Dec,177071.85
any,2003,1,MOLOKA'I,Jan,7957.88
any,2003,1,MOLOKA'I,Feb,7507.15
any,2003,1,MOLOKA'I,Mar,14308.88
any,2003,1,MOLOKA'I,Apr,6003.02
any,2003,1,MOLOKA'I,May,7341.11
any,2003,1,MOLOKA'I,Jun,7543.63
any,2003,1,MOLOKA'I,Jul,8750.56
any,2003,1,MOLOKA'I,Aug,8310.24
any,2003,1,MOLOKA'I,Sep,5642.23
any,2003,1,MOLOKA'I,Oct,6669.77
any,2003,1,MOLOKA'I,Nov,6183.28
any,2003,1,MOLOKA'I,Dec,7888.55
any,2003,1,LĀNA'I,Jan,8481.76
any,2003,1,LĀNA'I,Feb,7537.31
any,2003,1,LĀNA'I,Mar,14825.89
any,2003,1,LĀNA'I,Apr,7933.25
any,2003,1,LĀNA'I,May,6487.12
any,2003,1,LĀNA'I,Jun,8090.73
any,2003,1,LĀNA'I,Jul,6798.15
any,2003,1,LĀNA'I,Aug,7333.56
any,2003,1,LĀNA'I,Sep,5556.16
any,2003,1,LĀNA'I,Oct,6068.50
any,2003,1,LĀNA'I,Nov,5154.01
any,2003,1,LĀNA'I,Dec,7178.71
any,2003,1,KAUA'I,Jan,75128.36
any,2003,1,KAUA'I,Feb,75543.44
any,2003,1,KAUA'I,Mar,81064.82
any,2003,1,KAUA'I,Apr,76594.54
any,2003,1,KAUA'I,May,80759.37
any,2003,1,KAUA'I,Jun,89837.52
any,2003,1,KAUA'I,Jul,97409.75
any,2003,1,KAUA'I,Aug,95974.79
any,2003,1,KAUA'I,Sep,72338.68
any,2003,1,KAUA'I,Oct,81975.51
any,2003,1,KAUA'I,Nov,74040.99
any,2003,1,KAUA'I,Dec,75199.20
any,2003,1,HAWAI'I ISLAND,Jan,104029.26
any,2003,1,HAWAI'I ISLAND,Feb,100471.88
any,2003,1,HAWAI'I ISLAND,Mar,108462.37
any,2003,1,HAWAI'I ISLAND,Apr,95157.63
any,2003,1,HAWAI'I ISLAND,May,88946.15
any,2003,1,HAWAI'I ISLAND,Jun,100560.19
any,2003,1,HAWAI'I ISLAND,Jul,117885.60
any,2003,1,HAWAI'I ISLAND,Aug,115231.28
any,2003,1,HAWAI'I ISLAND,Sep,82676.52
any,2003,1,HAWAI'I ISLAND,Oct,98543.00
any,2003,1,HAWAI'I ISLAND,Nov,89752.12
any,2003,1,HAWAI'I ISLAND,Dec,105447.91
any,2003,1,HILO,Jan,37895.74
any,2003,1,HILO,Feb,38596.52
any,2003,1,HILO,Mar,43413.26
any,2003,1,HILO,Apr,37307.55
any,2003,1,HILO,May,36603.18
any,2003,1,HILO,Jun,36982.00
any,2003,1,HILO,Jul,44044.22
any,2003,1,HILO,Aug,39507.40
any,2003,1,HILO,Sep,31390.67
any,2003,1,HILO,Oct,39188.74
any,2003,1,HILO,Nov,33208.63
any,2003,1,HILO,Dec,41473.80
any,2003,1,KONA,Jan,86739.80
any,2003,1,KONA,Feb,83086.84
any,2003,1,KONA,Mar,86969.06
any,2003,1,KONA,Apr,77166.91
any,2003,1,KONA,May,70893.34
any,2003,1,KONA,Jun,80832.01
any,2003,1,KONA,Jul,95537.57
any,2003,1,KONA,Aug,93704.26
any,2003,1,KONA,Sep,65763.74
any,2003,1,KONA,Oct,79654.77
any,2003,1,KONA,Nov,73391.46
any,2003,1,KONA,Dec,83454.80
any,2004,1,O'AHU,Jan,330186.71
any,2004,1,O'AHU,Feb,351049.24
any,2004,1,O'AHU,Mar,361168.06
any,2004,1,O'AHU,Apr,334641.68
any,2004,1,O'AHU,May,348326.92
any,2004,1,O'AHU,Jun,408533.00
any,2004,1,O'AHU,Jul,442160.53
any,2004,1,O'AHU,Aug,413102.81
any,2004,1,O'AHU,Sep,353996.22
any,2004,1,O'AHU,Oct,371698.71
any,2004,1,O'AHU,Nov,345745.68
any,2004,1,O'AHU,Dec,403941.91
any,2004,1,MAUI CTY,Jan,171268.21
any,2004,1,MAUI CTY,Feb,172047.41
any,2004,1,MAUI CTY,Mar,196383.69
any,2004,1,MAUI CTY,Apr,180042.92
any,2004,1,MAUI CTY,May,179267.97
any,2004,1,MAUI CTY,Jun,189819.61
any,2004,1,MAUI CTY,Jul,230781.55
any,2004,1,MAUI CTY,Aug,210021.83
any,2004,1,MAUI CTY,Sep,156327.03
any,2004,1,MAUI CTY,Oct,178236.67
any,2004,1,MAUI CTY,Nov,161934.38
any,2004,1,MAUI CTY,Dec,181694.66
any,2004,1,MAUI,Jan,167243.30
any,2004,1,MAUI,Feb,166427.48
any,2004,1,MAUI,Mar,190993.74
any,2004,1,MAUI,Apr,176085.50
any,2004,1,MAUI,May,174958.09
any,2004,1,MAUI,Jun,185542.35
any,2004,1,MAUI,Jul,226466.44
any,2004,1,MAUI,Aug,205455.38
any,2004,1,MAUI,Sep,153099.94
any,2004,1,MAUI,Oct,174238.00
any,2004,1,MAUI,Nov,157980.28
any,2004,1,MAUI,Dec,177070.06
any,2004,1,MOLOKA'I,Jan,6142.50
any,2004,1,MOLOKA'I,Feb,7535.83
any,2004,1,MOLOKA'I,Mar,7009.62
any,2004,1,MOLOKA'I,Apr,5136.62
any,2004,1,MOLOKA'I,May,5363.57
any,2004,1,MOLOKA'I,Jun,5553.63
any,2004,1,MOLOKA'I,Jul,6855.72
any,2004,1,MOLOKA'I,Aug,5808.54
any,2004,1,MOLOKA'I,Sep,4900.28
any,2004,1,MOLOKA'I,Oct,5903.97
any,2004,1,MOLOKA'I,Nov,5322.10
any,2004,1,MOLOKA'I,Dec,6566.44
any,2004,1,LĀNA'I,Jan,5737.92
any,2004,1,LĀNA'I,Feb,6652.32
any,2004,1,LĀNA'I,Mar,7093.17
any,2004,1,LĀNA'I,Apr,6086.65
any,2004,1,LĀNA'I,May,6119.21
any,2004,1,LĀNA'I,Jun,6113.75
any,2004,1,LĀNA'I,Jul,6618.70
any,2004,1,LĀNA'I,Aug,6091.12
any,2004,1,LĀNA'I,Sep,5120.65
any,2004,1,LĀNA'I,Oct,6098.98
any,2004,1,LĀNA'I,Nov,5357.98
any,2004,1,LĀNA'I,Dec,6297.95
any,2004,1,KAUA'I,Jan,77027.16
any,2004,1,KAUA'I,Feb,82139.13
any,2004,1,KAUA'I,Mar,83131.28
any,2004,1,KAUA'I,Apr,83140.86
any,2004,1,KAUA'I,May,82779.55
any,2004,1,KAUA'I,Jun,89190.69
any,2004,1,KAUA'I,Jul,107258.62
any,2004,1,KAUA'I,Aug,94801.56
any,2004,1,KAUA'I,Sep,78872.15
any,2004,1,KAUA'I,Oct,88135.81
any,2004,1,KAUA'I,Nov,72854.21
any,2004,1,KAUA'I,Dec,81590.28
any,2004,1,HAWAI'I ISLAND,Jan,98991.29
any,2004,1,HAWAI'I ISLAND,Feb,100902.97
any,2004,1,HAWAI'I ISLAND,Mar,109045.27
any,2004,1,HAWAI'I ISLAND,Apr,102335.30
any,2004,1,HAWAI'I ISLAND,May,93324.55
any,2004,1,HAWAI'I ISLAND,Jun,110229.89
any,2004,1,HAWAI'I ISLAND,Jul,126249.62
any,2004,1,HAWAI'I ISLAND,Aug,118235.61
any,2004,1,HAWAI'I ISLAND,Sep,90620.44
any,2004,1,HAWAI'I ISLAND,Oct,110843.25
any,2004,1,HAWAI'I ISLAND,Nov,101902.07
any,2004,1,HAWAI'I ISLAND,Dec,118476.24
any,2004,1,HILO,Jan,36858.39
any,2004,1,HILO,Feb,37155.14
any,2004,1,HILO,Mar,38245.50
any,2004,1,HILO,Apr,38070.89
any,2004,1,HILO,May,34577.45
any,2004,1,HILO,Jun,38985.04
any,2004,1,HILO,Jul,47479.22
any,2004,1,HILO,Aug,44170.51
any,2004,1,HILO,Sep,37347.77
any,2004,1,HILO,Oct,43928.71
any,2004,1,HILO,Nov,41169.92
any,2004,1,HILO,Dec,43918.24
any,2004,1,KONA,Jan,81528.96
any,2004,1,KONA,Feb,83222.30
any,2004,1,KONA,Mar,89758.59
any,2004,1,KONA,Apr,85377.37
any,2004,1,KONA,May,77660.54
any,2004,1,KONA,Jun,90354.67
any,2004,1,KONA,Jul,106513.71
any,2004,1,KONA,Aug,99400.86
any,2004,1,KONA,Sep,76081.23
any,2004,1,KONA,Oct,95504.14
any,2004,1,KONA,Nov,87099.61
any,2004,1,KONA,Dec,100430.93
any,2005,1,O'AHU,Jan,369426.04
any,2005,1,O'AHU,Feb,363257.45
any,2005,1,O'AHU,Mar,413349.51
any,2005,1,O'AHU,Apr,338906.65
any,2005,1,O'AHU,May,363071.27
any,2005,1,O'AHU,Jun,432179.54
any,2005,1,O'AHU,Jul,474094.54
any,2005,1,O'AHU,Aug,448990.82
any,2005,1,O'AHU,Sep,370166.75
any,2005,1,O'AHU,Oct,379506.78
any,2005,1,O'AHU,Nov,357899.06
any,2005,1,O'AHU,Dec,420994.47
any,2005,1,MAUI CTY,Jan,178560.77
any,2005,1,MAUI CTY,Feb,183393.54
any,2005,1,MAUI CTY,Mar,217758.71
any,2005,1,MAUI CTY,Apr,176654.70
any,2005,1,MAUI CTY,May,181130.04
any,2005,1,MAUI CTY,Jun,203298.88
any,2005,1,MAUI CTY,Jul,239858.92
any,2005,1,MAUI CTY,Aug,223308.59
any,2005,1,MAUI CTY,Sep,170672.76
any,2005,1,MAUI CTY,Oct,197364.92
any,2005,1,MAUI CTY,Nov,179165.27
any,2005,1,MAUI CTY,Dec,195312.81
any,2005,1,MAUI,Jan,174294.26
any,2005,1,MAUI,Feb,179351.41
any,2005,1,MAUI,Mar,213011.33
any,2005,1,MAUI,Apr,172293.34
any,2005,1,MAUI,May,176796.48
any,2005,1,MAUI,Jun,197892.27
any,2005,1,MAUI,Jul,235392.74
any,2005,1,MAUI,Aug,220073.66
any,2005,1,MAUI,Sep,167511.21
any,2005,1,MAUI,Oct,193666.40
any,2005,1,MAUI,Nov,175421.13
any,2005,1,MAUI,Dec,188993.05
any,2005,1,MOLOKA'I,Jan,6370.31
any,2005,1,MOLOKA'I,Feb,5754.19
any,2005,1,MOLOKA'I,Mar,6284.50
any,2005,1,MOLOKA'I,Apr,6245.90
any,2005,1,MOLOKA'I,May,6363.52
any,2005,1,MOLOKA'I,Jun,6331.02
any,2005,1,MOLOKA'I,Jul,6380.27
any,2005,1,MOLOKA'I,Aug,5706.03
any,2005,1,MOLOKA'I,Sep,4741.83
any,2005,1,MOLOKA'I,Oct,5889.17
any,2005,1,MOLOKA'I,Nov,5589.97
any,2005,1,MOLOKA'I,Dec,7849.56
any,2005,1,LĀNA'I,Jan,5704.88
any,2005,1,LĀNA'I,Feb,5969.73
any,2005,1,LĀNA'I,Mar,6484.58
any,2005,1,LĀNA'I,Apr,6098.94
any,2005,1,LĀNA'I,May,5736.50
any,2005,1,LĀNA'I,Jun,7009.98
any,2005,1,LĀNA'I,Jul,7319.17
any,2005,1,LĀNA'I,Aug,6232.34
any,2005,1,LĀNA'I,Sep,5172.68
any,2005,1,LĀNA'I,Oct,6013.94
any,2005,1,LĀNA'I,Nov,5638.64
any,2005,1,LĀNA'I,Dec,5910.74
any,2005,1,KAUA'I,Jan,80163.48
any,2005,1,KAUA'I,Feb,81677.84
any,2005,1,KAUA'I,Mar,90945.40
any,2005,1,KAUA'I,Apr,82238.45
any,2005,1,KAUA'I,May,83263.00
any,2005,1,KAUA'I,Jun,98102.45
any,2005,1,KAUA'I,Jul,110955.78
any,2005,1,KAUA'I,Aug,102233.57
any,2005,1,KAUA'I,Sep,89067.63
any,2005,1,KAUA'I,Oct,96470.50
any,2005,1,KAUA'I,Nov,81131.60
any,2005,1,KAUA'I,Dec,93897.71
any,2005,1,HAWAI'I ISLAND,Jan,125331.09
any,2005,1,HAWAI'I ISLAND,Feb,120556.43
any,2005,1,HAWAI'I ISLAND,Mar,133850.03
any,2005,1,HAWAI'I ISLAND,Apr,107250.67
any,2005,1,HAWAI'I ISLAND,May,113041.64
any,2005,1,HAWAI'I ISLAND,Jun,130085.45
any,2005,1,HAWAI'I ISLAND,Jul,154732.34
any,2005,1,HAWAI'I ISLAND,Aug,137817.62
any,2005,1,HAWAI'I ISLAND,Sep,110263.48
any,2005,1,HAWAI'I ISLAND,Oct,127467.68
any,2005,1,HAWAI'I ISLAND,Nov,118823.44
any,2005,1,HAWAI'I ISLAND,Dec,142317.01
any,2005,1,HILO,Jan,48157.91
any,2005,1,HILO,Feb,45695.10
any,2005,1,HILO,Mar,48538.69
any,2005,1,HILO,Apr,42384.19
any,2005,1,HILO,May,44515.65
any,2005,1,HILO,Jun,47720.96
any,2005,1,HILO,Jul,58721.64
any,2005,1,HILO,Aug,54351.80
any,2005,1,HILO,Sep,47762.92
any,2005,1,HILO,Oct,53198.27
any,2005,1,HILO,Nov,45175.05
any,2005,1,HILO,Dec,56845.02
any,2005,1,KONA,Jan,104109.24
any,2005,1,KONA,Feb,99089.62
any,2005,1,KONA,Mar,113129.56
any,2005,1,KONA,Apr,90360.77
any,2005,1,KONA,May,95830.31
any,2005,1,KONA,Jun,110576.30
any,2005,1,KONA,Jul,131738.66
any,2005,1,KONA,Aug,116971.33
any,2005,1,KONA,Sep,90491.35
any,2005,1,KONA,Oct,109396.16
any,2005,1,KONA,Nov,101172.64
any,2005,1,KONA,Dec,122381.88
any,2006,1,O'AHU,Jan,375190.76
any,2006,1,O'AHU,Feb,361303.52
any,2006,1,O'AHU,Mar,398385.16
any,2006,1,O'AHU,Apr,358536.86
any,2006,1,O'AHU,May,359084.37
any,2006,1,O'AHU,Jun,419853.19
any,2006,1,O'AHU,Jul,455733.58
any,2006,1,O'AHU,Aug,434782.96
any,2006,1,O'AHU,Sep,359345.20
any,2006,1,O'AHU,Oct,367584.01
any,2006,1,O'AHU,Nov,371446.61
any,2006,1,O'AHU,Dec,426870.78
any,2006,1,MAUI CTY,Jan,199755.29
any,2006,1,MAUI CTY,Feb,194614.83
any,2006,1,MAUI CTY,Mar,211750.27
any,2006,1,MAUI CTY,Apr,196953.95
any,2006,1,MAUI CTY,May,184997.06
any,2006,1,MAUI CTY,Jun,243092.43
any,2006,1,MAUI CTY,Jul,249862.46
any,2006,1,MAUI CTY,Aug,226174.60
any,2006,1,MAUI CTY,Sep,183647.35
any,2006,1,MAUI CTY,Oct,200618.65
any,2006,1,MAUI CTY,Nov,186350.36
any,2006,1,MAUI CTY,Dec,220416.58
any,2006,1,MAUI,Jan,193565.46
any,2006,1,MAUI,Feb,189720.24
any,2006,1,MAUI,Mar,207417.08
any,2006,1,MAUI,Apr,193021.40
any,2006,1,MAUI,May,181261.96
any,2006,1,MAUI,Jun,238961.59
any,2006,1,MAUI,Jul,245123.13
any,2006,1,MAUI,Aug,221774.88
any,2006,1,MAUI,Sep,180535.53
any,2006,1,MAUI,Oct,197376.66
any,2006,1,MAUI,Nov,182315.41
any,2006,1,MAUI,Dec,215516.83
any,2006,1,MOLOKA'I,Jan,8531.11
any,2006,1,MOLOKA'I,Feb,7285.27
any,2006,1,MOLOKA'I,Mar,5880.08
any,2006,1,MOLOKA'I,Apr,7057.69
any,2006,1,MOLOKA'I,May,5298.30
any,2006,1,MOLOKA'I,Jun,6555.90
any,2006,1,MOLOKA'I,Jul,7668.01
any,2006,1,MOLOKA'I,Aug,6241.52
any,2006,1,MOLOKA'I,Sep,5198.95
any,2006,1,MOLOKA'I,Oct,13003.91
any,2006,1,MOLOKA'I,Nov,5580.80
any,2006,1,MOLOKA'I,Dec,8033.93
any,2006,1,LĀNA'I,Jan,7022.51
any,2006,1,LĀNA'I,Feb,7315.77
any,2006,1,LĀNA'I,Mar,7127.79
any,2006,1,LĀNA'I,Apr,6322.58
any,2006,1,LĀNA'I,May,5425.34
any,2006,1,LĀNA'I,Jun,7652.37
any,2006,1,LĀNA'I,Jul,9107.90
any,2006,1,LĀNA'I,Aug,7840.39
any,2006,1,LĀNA'I,Sep,6174.45
any,2006,1,LĀNA'I,Oct,14243.60
any,2006,1,LĀNA'I,Nov,6606.57
any,2006,1,LĀNA'I,Dec,9429.58
any,2006,1,KAUA'I,Jan,92798.89
any,2006,1,KAUA'I,Feb,87326.43
any,2006,1,KAUA'I,Mar,97119.82
any,2006,1,KAUA'I,Apr,89586.17
any,2006,1,KAUA'I,May,83846.87
any,2006,1,KAUA'I,Jun,114494.65
any,2006,1,KAUA'I,Jul,124742.10
any,2006,1,KAUA'I,Aug,110954.18
any,2006,1,KAUA'I,Sep,95728.95
any,2006,1,KAUA'I,Oct,105799.97
any,2006,1,KAUA'I,Nov,93325.77
any,2006,1,KAUA'I,Dec,108408.33
any,2006,1,HAWAI'I ISLAND,Jan,134401.20
any,2006,1,HAWAI'I ISLAND,Feb,131388.46
any,2006,1,HAWAI'I ISLAND,Mar,132299.14
any,2006,1,HAWAI'I ISLAND,Apr,120011.93
any,2006,1,HAWAI'I ISLAND,May,107668.38
any,2006,1,HAWAI'I ISLAND,Jun,147401.50
any,2006,1,HAWAI'I ISLAND,Jul,162374.63
any,2006,1,HAWAI'I ISLAND,Aug,148176.45
any,2006,1,HAWAI'I ISLAND,Sep,125477.16
any,2006,1,HAWAI'I ISLAND,Oct,135472.02
any,2006,1,HAWAI'I ISLAND,Nov,122150.40
any,2006,1,HAWAI'I ISLAND,Dec,147586.74
any,2006,1,HILO,Jan,57427.84
any,2006,1,HILO,Feb,51559.63
any,2006,1,HILO,Mar,51517.89
any,2006,1,HILO,Apr,44932.21
any,2006,1,HILO,May,39673.73
any,2006,1,HILO,Jun,63186.48
any,2006,1,HILO,Jul,68399.70
any,2006,1,HILO,Aug,60952.04
any,2006,1,HILO,Sep,57229.63
any,2006,1,HILO,Oct,64572.89
any,2006,1,HILO,Nov,53112.68
any,2006,1,HILO,Dec,65427.76
any,2006,1,KONA,Jan,114648.93
any,2006,1,KONA,Feb,109854.25
any,2006,1,KONA,Mar,112072.85
any,2006,1,KONA,Apr,101867.20
any,2006,1,KONA,May,90611.44
any,2006,1,KONA,Jun,123082.73
any,2006,1,KONA,Jul,136852.13
any,2006,1,KONA,Aug,123631.39
any,2006,1,KONA,Sep,105352.87
any,2006,1,KONA,Oct,115432.38
any,2006,1,KONA,Nov,101810.83
any,2006,1,KONA,Dec,123709.14
any,2007,1,O'AHU,Jan,359735.52
any,2007,1,O'AHU,Feb,355168.83
any,2007,1,O'AHU,Mar,407398.45
any,2007,1,O'AHU,Apr,367399.70
any,2007,1,O'AHU,May,368863.90
any,2007,1,O'AHU,Jun,420352.37
any,2007,1,O'AHU,Jul,444428.07
any,2007,1,O'AHU,Aug,462592.09
any,2007,1,O'AHU,Sep,370882.79
any,2007,1,O'AHU,Oct,361004.37
any,2007,1,O'AHU,Nov,362248.07
any,2007,1,O'AHU,Dec,414675.72
any,2007,1,MAUI CTY,Jan,195264.61
any,2007,1,MAUI CTY,Feb,196700.12
any,2007,1,MAUI CTY,Mar,227232.52
any,2007,1,MAUI CTY,Apr,202215.77
any,2007,1,MAUI CTY,May,198130.15
any,2007,1,MAUI CTY,Jun,241790.41
any,2007,1,MAUI CTY,Jul,247535.24
any,2007,1,MAUI CTY,Aug,237113.28
any,2007,1,MAUI CTY,Sep,186111.35
any,2007,1,MAUI CTY,Oct,190684.62
any,2007,1,MAUI CTY,Nov,184472.90
any,2007,1,MAUI CTY,Dec,214791.75
any,2007,1,MAUI,Jan,189904.04
any,2007,1,MAUI,Feb,192169.54
any,2007,1,MAUI,Mar,222480.93
any,2007,1,MAUI,Apr,197468.36
any,2007,1,MAUI,May,193781.09
any,2007,1,MAUI,Jun,236891.11
any,2007,1,MAUI,Jul,242331.23
any,2007,1,MAUI,Aug,231948.46
any,2007,1,MAUI,Sep,182129.46
any,2007,1,MAUI,Oct,186149.87
any,2007,1,MAUI,Nov,179741.34
any,2007,1,MAUI,Dec,208598.86
any,2007,1,MOLOKA'I,Jan,6524.26
any,2007,1,MOLOKA'I,Feb,6281.87
any,2007,1,MOLOKA'I,Mar,7532.00
any,2007,1,MOLOKA'I,Apr,6077.32
any,2007,1,MOLOKA'I,May,5974.36
any,2007,1,MOLOKA'I,Jun,6524.68
any,2007,1,MOLOKA'I,Jul,7470.77
any,2007,1,MOLOKA'I,Aug,8275.52
any,2007,1,MOLOKA'I,Sep,6034.67
any,2007,1,MOLOKA'I,Oct,7292.03
any,2007,1,MOLOKA'I,Nov,6271.83
any,2007,1,MOLOKA'I,Dec,8904.26
any,2007,1,LĀNA'I,Jan,8542.40
any,2007,1,LĀNA'I,Feb,8038.03
any,2007,1,LĀNA'I,Mar,8435.68
any,2007,1,LĀNA'I,Apr,7969.60
any,2007,1,LĀNA'I,May,7231.65
any,2007,1,LĀNA'I,Jun,9595.33
any,2007,1,LĀNA'I,Jul,8298.28
any,2007,1,LĀNA'I,Aug,8684.16
any,2007,1,LĀNA'I,Sep,7057.32
any,2007,1,LĀNA'I,Oct,9103.43
any,2007,1,LĀNA'I,Nov,7806.67
any,2007,1,LĀNA'I,Dec,9587.53
any,2007,1,KAUA'I,Jan,98624.03
any,2007,1,KAUA'I,Feb,93491.13
any,2007,1,KAUA'I,Mar,112049.46
any,2007,1,KAUA'I,Apr,103346.50
any,2007,1,KAUA'I,May,106490.25
any,2007,1,KAUA'I,Jun,124637.41
any,2007,1,KAUA'I,Jul,129383.49
any,2007,1,KAUA'I,Aug,123184.94
any,2007,1,KAUA'I,Sep,99718.84
any,2007,1,KAUA'I,Oct,101321.69
any,2007,1,KAUA'I,Nov,93885.14
any,2007,1,KAUA'I,Dec,112912.06
any,2007,1,HAWAI'I ISLAND,Jan,134865.11
any,2007,1,HAWAI'I ISLAND,Feb,131441.53
any,2007,1,HAWAI'I ISLAND,Mar,153422.57
any,2007,1,HAWAI'I ISLAND,Apr,129772.31
any,2007,1,HAWAI'I ISLAND,May,118484.80
any,2007,1,HAWAI'I ISLAND,Jun,148340.65
any,2007,1,HAWAI'I ISLAND,Jul,154011.99
any,2007,1,HAWAI'I ISLAND,Aug,155515.08
any,2007,1,HAWAI'I ISLAND,Sep,115044.74
any,2007,1,HAWAI'I ISLAND,Oct,119994.68
any,2007,1,HAWAI'I ISLAND,Nov,116888.25
any,2007,1,HAWAI'I ISLAND,Dec,144577.02
any,2007,1,HILO,Jan,60741.64
any,2007,1,HILO,Feb,58218.23
any,2007,1,HILO,Mar,64416.65
any,2007,1,HILO,Apr,59364.43
any,2007,1,HILO,May,56518.31
any,2007,1,HILO,Jun,67710.45
any,2007,1,HILO,Jul,67889.09
any,2007,1,HILO,Aug,68555.95
any,2007,1,HILO,Sep,54783.52
